Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[280]    0.0    0.00    0.00       6         ContinuousReachability::declareStateVar(std::string const&) [280]
                0.00    0.00       6/13          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::find(std::string const&) [272]
                0.00    0.00       6/13          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::pair<std::string const, int> const&) [270]
                0.00    0.00       6/146         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [253]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<std::vector<Interval, std::allocator<Interval> >, std::allocator<std::vector<Interval, std::allocator<Interval> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<Interval, std::allocator<Interval> >*, std::vector<std::vector<Interval, std::allocator<Interval> >, std::allocator<std::vector<Interval, std::allocator<Interval> > > > >, std::vector<Interval, std::allocator<Interval> > const&) [193]
[281]    0.0    0.00    0.00       6         std::vector<Interval, std::allocator<Interval> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<Interval, std::allocator<Interval> >*, std::vector<Interval, std::allocator<Interval> >*>(std::vector<Interval, std::allocator<Interval> >*, std::vector<Interval, std::allocator<Interval> >*, std::vector<Interval, std::allocator<Interval> >*) [281]
-----------------------------------------------
                0.00    0.00       6/6           MyComponent::prepareVariables(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, bool) [143]
[282]    0.0    0.00    0.00       6         std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [282]
-----------------------------------------------
                0.00    0.00       6/6           MyComponent::prepareVariables(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, bool) [143]
[283]    0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::unique<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [283]
-----------------------------------------------
                0.00    0.00       1/5           ContinuousSystem::ContinuousSystem(ContinuousSystem const&) [158]
                0.00    0.00       1/5           ContinuousSystem::ContinuousSystem(TaylorModelVec const&, Flowpipe const&) [120]
                0.00    0.00       1/5           HybridSystem::HybridSystem() [359]
                0.00    0.00       2/5           ContinuousSystem::ContinuousSystem() [316]
[284]    0.0    0.00    0.00       5         Flowpipe::Flowpipe() [284]
                0.00    0.00      10/934         TaylorModelVec::TaylorModelVec() [231]
-----------------------------------------------
                0.00    0.00       5/5           TaylorModel::getParams() const [184]
[285]    0.0    0.00    0.00       5         Monomial::getParams() const [285]
                0.00    0.00       2/38737       std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [213]
-----------------------------------------------
                0.00    0.00       5/5           OutputWriter::addPreconditioned(std::vector<MyComponent*, std::allocator<MyComponent*> >, std::vector<Interval, std::allocator<Interval> >&, MyComponent&) [47]
[286]    0.0    0.00    0.00       5         std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > >, std::vector<std::string, std::allocator<std::string> > const&) [286]
                0.00    0.00      10/10          std::vector<std::string, std::allocator<std::string> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::string, std::allocator<std::string> >*>(std::vector<std::string, std::allocator<std::string> >*, std::vector<std::string, std::allocator<std::string> >*, std::vector<std::string, std::allocator<std::string> >*) [274]
                0.00    0.00       5/5           std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [287]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > >, std::vector<std::string, std::allocator<std::string> > const&) [286]
[287]    0.0    0.00    0.00       5         std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [287]
-----------------------------------------------
                0.00    0.00       5/5           TaylorModel::getParams() const [184]
[288]    0.0    0.00    0.00       5         void std::vector<int, std::allocator<int> >::_M_range_insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::forward_iterator_tag) [288]
-----------------------------------------------
                0.00    0.00       4/4           yyparse() [1]
[289]    0.0    0.00    0.00       4         ContinuousReachability::declareTMVar(std::string const&) [289]
                0.00    0.00       4/13          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::find(std::string const&) [272]
                0.00    0.00       4/13          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::pair<std::string const, int> const&) [270]
                0.00    0.00       3/146         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [253]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [292]
[290]    0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [290]
-----------------------------------------------
                0.00    0.00       4/4           SmallCompSystem::my_reach_picard(std::list<Flowpipe, std::allocator<Flowpipe> >&, double, double, int, int, std::vector<Interval, std::allocator<Interval> > const&, bool, std::vector<std::string, std::allocator<std::string> > const&, Interval const&, OutputWriter&) const [4]
[291]    0.0    0.00    0.00       4         std::vector<MyComponent*, std::allocator<MyComponent*> >::vector(std::vector<MyComponent*, std::allocator<MyComponent*> > const&) [291]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::push_back(std::vector<int, std::allocator<int> > const&) [375]
                0.00    0.00       3/4           MyComponent::prepareMappers() [313]
[292]    0.0    0.00    0.00       4         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [292]
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [295]
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [290]
-----------------------------------------------
                0.00    0.00       4/4           HybridReachability::~HybridReachability() [173]
[293]    0.0    0.00    0.00       4         std::vector<std::string, std::allocator<std::string> >::~vector() [293]
-----------------------------------------------
                0.00    0.00       2/4           ContinuousSystem::ContinuousSystem(ContinuousSystem const&) [158]
                0.00    0.00       2/4           ContinuousSystem::operator=(ContinuousSystem const&) [159]
[294]    0.0    0.00    0.00       4         std::vector<std::string, std::allocator<std::string> >::operator=(std::vector<std::string, std::allocator<std::string> > const&) [294]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [292]
[295]    0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [295]
-----------------------------------------------
                0.00    0.00       4/4           std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::string const&) [271]
[296]    0.0    0.00    0.00       4         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_insert_unique_pos(std::string const&) [296]
-----------------------------------------------
                0.00    0.00       1/3           yy_init_buffer(yy_buffer_state*, _IO_FILE*) [310]
                0.00    0.00       1/3           yy_get_next_buffer() [311]
                0.00    0.00       1/3           yylex() [256]
[297]    0.0    0.00    0.00       3         yy_load_buffer_state() [297]
-----------------------------------------------
                0.00    0.00       3/3           getSystemComponent(std::vector<MyComponent*, std::allocator<MyComponent*> >, TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >, bool) [132]
[298]    0.0    0.00    0.00       3         MyComponent::addDependency(int, MyComponent*) [298]
                0.00    0.00       3/3           std::vector<CompDependency*, std::allocator<CompDependency*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<CompDependency**, std::vector<CompDependency*, std::allocator<CompDependency*> > >, CompDependency* const&) [305]
-----------------------------------------------
                0.00    0.00       3/3           getSystemComponent(std::vector<MyComponent*, std::allocator<MyComponent*> >, TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >, bool) [132]
[299]    0.0    0.00    0.00       3         MyComponentRemove::findPos(int, std::vector<int, std::allocator<int> >*) [299]
                0.00    0.00       3/10388       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, std::random_access_iterator_tag) [219]
-----------------------------------------------
                0.00    0.00       3/3           yyparse() [1]
[300]    0.0    0.00    0.00       3         HybridReachability::declareStateVar(std::string const&) [300]
                0.00    0.00       3/13          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::find(std::string const&) [272]
                0.00    0.00       3/13          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::pair<std::string const, int> const&) [270]
                0.00    0.00       3/146         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [253]
-----------------------------------------------
                0.00    0.00       3/3           Flowpipe::Flowpipe(std::vector<Interval, std::allocator<Interval> > const&, Interval const&) [137]
[301]    0.0    0.00    0.00       3         Interval::sub_assign(double) [301]
-----------------------------------------------
                0.00    0.00       3/3           yyparse() [1]
[302]    0.0    0.00    0.00       3         mylogger2::dec() [302]
-----------------------------------------------
                0.00    0.00       3/3           yyparse() [1]
[303]    0.0    0.00    0.00       3         mylogger2::inc() [303]
-----------------------------------------------
                0.00    0.00       3/3           Flowpipe::Flowpipe(std::vector<Interval, std::allocator<Interval> > const&, Interval const&) [137]
[304]    0.0    0.00    0.00       3         Interval::midpoint() const [304]
-----------------------------------------------
                0.00    0.00       3/3           MyComponent::addDependency(int, MyComponent*) [298]
[305]    0.0    0.00    0.00       3         std::vector<CompDependency*, std::allocator<CompDependency*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<CompDependency**, std::vector<CompDependency*, std::allocator<CompDependency*> > >, CompDependency* const&) [305]
-----------------------------------------------
                0.00    0.00       3/3           Flowpipe::Flowpipe(std::vector<Interval, std::allocator<Interval> > const&, Interval const&) [137]
[306]    0.0    0.00    0.00       3         std::vector<double, std::allocator<double> >::_M_insert_aux(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [306]
-----------------------------------------------
                0.00    0.00       1/3           OutputWriter::writeCSV() [362]
                0.00    0.00       1/3           OutputWriter::writeInfo() [363]
                0.00    0.00       1/3           OutputWriter::init() [360]
[307]    0.0    0.00    0.00       3         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [307]
-----------------------------------------------
                0.00    0.00       2/2           yy_init_buffer(yy_buffer_state*, _IO_FILE*) [310]
[308]    0.0    0.00    0.00       2         yy_flush_buffer(yy_buffer_state*) [308]
-----------------------------------------------
                0.00    0.00       1/2           OutputWriter::writeCSV() [362]
                0.00    0.00       1/2           OutputWriter::writeInfo() [363]
[309]    0.0    0.00    0.00       2         createDir(std::string) [309]
-----------------------------------------------
                0.00    0.00       1/2           yy_create_buffer(_IO_FILE*, int) [354]
                0.00    0.00       1/2           yyrestart(_IO_FILE*) [356]
[310]    0.0    0.00    0.00       2         yy_init_buffer(yy_buffer_state*, _IO_FILE*) [310]
                0.00    0.00       2/2           yy_flush_buffer(yy_buffer_state*) [308]
                0.00    0.00       1/3           yy_load_buffer_state() [297]
-----------------------------------------------
                0.00    0.00       2/2           yylex() [256]
[311]    0.0    0.00    0.00       2         yy_get_next_buffer() [311]
                0.00    0.00       1/3           yy_load_buffer_state() [297]
                0.00    0.00       1/1           yyrestart(_IO_FILE*) [356]
-----------------------------------------------
                0.00    0.00       2/2           ContinuousReachability::ContinuousReachability() [370]
[312]    0.0    0.00    0.00       2         MySettings::MySettings() [312]
                0.00    0.00       2/938415      Interval::Interval() [206]
-----------------------------------------------
                0.00    0.00       2/2           MyComponent::prepareComponent(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >, bool) [130]
[313]    0.0    0.00    0.00       2         MyComponent::prepareMappers() [313]
                0.00    0.00      18/10388       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, std::random_access_iterator_tag) [219]
                0.00    0.00      18/38737       std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [213]
                0.00    0.00       9/962797      std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [205]
                0.00    0.00       3/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [292]
-----------------------------------------------
                0.00    0.00       1/2           createComponents(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<HornerForm, std::allocator<HornerForm> > const&) [166]
                0.00    0.00       1/2           getSystemComponent(std::vector<MyComponent*, std::allocator<MyComponent*> >, TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >, bool) [132]
[314]    0.0    0.00    0.00       2         MyComponent::MyComponent() [314]
                0.00    0.00       8/934         TaylorModelVec::TaylorModelVec() [231]
-----------------------------------------------
                0.00    0.00       2/2           createOutput(std::vector<MyComponent*, std::allocator<MyComponent*> >, MyComponent&, Transformer*, MySettings*) [19]
[315]    0.0    0.00    0.00       2         Transformer::getType() [315]
-----------------------------------------------
                0.00    0.00       2/2           ContinuousReachability::ContinuousReachability() [370]
[316]    0.0    0.00    0.00       2         ContinuousSystem::ContinuousSystem() [316]
                0.00    0.00       4/934         TaylorModelVec::TaylorModelVec() [231]
                0.00    0.00       2/5           Flowpipe::Flowpipe() [284]
-----------------------------------------------
                0.00    0.00       2/2           ContinuousReachability::~ContinuousReachability() [171]
[317]    0.0    0.00    0.00       2         std::_List_base<TaylorModelVec, std::allocator<TaylorModelVec> >::_M_clear() [317]
-----------------------------------------------
                0.00    0.00       2/2           ContinuousReachability::~ContinuousReachability() [171]
[318]    0.0    0.00    0.00       2         std::_List_base<Flowpipe, std::allocator<Flowpipe> >::_M_clear() [318]
-----------------------------------------------
                0.00    0.00       2/2           ParseSetting::~ParseSetting() [180]
[319]    0.0    0.00    0.00       2         std::_List_base<Interval, std::allocator<Interval> >::_M_clear() [319]
-----------------------------------------------
                0.00    0.00       2/2           HybridReachability::~HybridReachability() [173]
[320]    0.0    0.00    0.00       2         std::_List_base<std::list<TaylorModelVec, std::allocator<TaylorModelVec> >, std::allocator<std::list<TaylorModelVec, std::allocator<TaylorModelVec> > > >::_M_clear() [320]
-----------------------------------------------
                0.00    0.00       2/2           HybridReachability::~HybridReachability() [173]
[321]    0.0    0.00    0.00       2         std::_List_base<std::list<std::vector<Interval, std::allocator<Interval> >, std::allocator<std::vector<Interval, std::allocator<Interval> > > >, std::allocator<std::list<std::vector<Interval, std::allocator<Interval> >, std::allocator<std::vector<Interval, std::allocator<Interval> > > > > >::_M_clear() [321]
-----------------------------------------------
                0.00    0.00       2/2           ContinuousReachability::~ContinuousReachability() [171]
[322]    0.0    0.00    0.00       2         std::_List_base<std::vector<Interval, std::allocator<Interval> >, std::allocator<std::vector<Interval, std::allocator<Interval> > > >::_M_clear() [322]
-----------------------------------------------
                0.00    0.00       2/2           SmallCompSystem::my_reach_picard(std::list<Flowpipe, std::allocator<Flowpipe> >&, double, double, int, int, std::vector<Interval, std::allocator<Interval> > const&, bool, std::vector<std::string, std::allocator<std::string> > const&, Interval const&, OutputWriter&) const [4]
[323]    0.0    0.00    0.00       2         std::map<std::string, double, std::less<std::string>, std::allocator<std::pair<std::string const, double> > >::operator[](std::string const&) [323]
                0.00    0.00       2/32          std::_Rb_tree<std::string, std::pair<std::string const, double>, std::_Select1st<std::pair<std::string const, double> >, std::less<std::string>, std::allocator<std::pair<std::string const, double> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, double> >, std::pair<std::string const, double> const&) [264]
-----------------------------------------------
                0.00    0.00       2/2           HybridSystem::~HybridSystem() [174]
[324]    0.0    0.00    0.00       2         std::vector<TaylorModelVec, std::allocator<TaylorModelVec> >::~vector() [324]
-----------------------------------------------
                0.00    0.00       2/2           HybridSystem::~HybridSystem() [174]
[325]    0.0    0.00    0.00       2         std::vector<std::vector<HornerForm, std::allocator<HornerForm> >, std::allocator<std::vector<HornerForm, std::allocator<HornerForm> > > >::~vector() [325]
-----------------------------------------------
                0.00    0.00       1/2           HybridSystem::~HybridSystem() [174]
                0.00    0.00       1/2           HybridReachability::~HybridReachability() [173]
[326]    0.0    0.00    0.00       2         std::vector<std::vector<PolynomialConstraint, std::allocator<PolynomialConstraint> >, std::allocator<std::vector<PolynomialConstraint, std::allocator<PolynomialConstraint> > > >::~vector() [326]
-----------------------------------------------
                0.00    0.00       2/2           HybridReachability::~HybridReachability() [173]
[327]    0.0    0.00    0.00       2         std::vector<std::vector<std::vector<RowVector, std::allocator<RowVector> >, std::allocator<std::vector<RowVector, std::allocator<RowVector> > > >, std::allocator<std::vector<std::vector<RowVector, std::allocator<RowVector> >, std::allocator<std::vector<RowVector, std::allocator<RowVector> > > > > >::~vector() [327]
-----------------------------------------------
                0.00    0.00       2/2           HybridSystem::~HybridSystem() [174]
[328]    0.0    0.00    0.00       2         std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::~vector() [328]
-----------------------------------------------
                0.00    0.00       2/2           SmallCompSystem::my_reach_picard(std::list<Flowpipe, std::allocator<Flowpipe> >&, double, double, int, int, std::vector<Interval, std::allocator<Interval> > const&, bool, std::vector<std::string, std::allocator<std::string> > const&, Interval const&, OutputWriter&) const [4]
[329]    0.0    0.00    0.00       2         std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [329]
                0.00    0.00       2/146         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [253]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[330]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z10picardIterRKSt6vectorI10HornerFormSaIS0_EE14TaylorModelVecS5_i [330]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[331]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z3dX122ContinuousReachability [331]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[332]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN10PolyhedronC2Ev [332]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[333]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN10simpleComp10picardIterESt6vectorIiSaIiEER14TaylorModelVecRKS0_I10HornerFormSaIS5_EES3_i [333]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[334]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN11Transformer15makeNextInitSetERSt6vectorIP11MyComponentSaIS2_EER10MySettingsb [334]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[335]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN12OutputWriterC2ESsii [335]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[336]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN15ExtractedPicardC2ERKSt6vectorI8IntervalSaIS1_EERKS1_ [336]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[337]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN16LinearConstraintC2Ev [337]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[338]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN17MyComponentRemove7findPosEiPSt6vectorIiSaIiEE [338]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[339]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN23ShrinkWrappingConditionC2Ei [339]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[340]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN6MatrixC2Ev [340]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[341]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN7compApp3dX1E22ContinuousReachability [341]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[342]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN8FlowpipeC2Ev [342]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[343]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN8MonomialC2Ev [343]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[344]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN8ResetMapC2Ev [344]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[345]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN9mylogger25forceESs [345]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[346]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN9smallComp10picardIterESt6vectorIiSaIiEER14TaylorModelVecRKS0_I10HornerFormSaIS5_EES3_R10MySettings [346]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[347]    0.0    0.00    0.00       1         _GLOBAL__sub_I_err [347]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[348]    0.0    0.00    0.00       1         _GLOBAL__sub_I_factorial_rec [348]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[349]    0.0    0.00    0.00       1         _GLOBAL__sub_I_intervalNumPrecision [349]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[350]    0.0    0.00    0.00       1         _GLOBAL__sub_I_lineNum [350]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[351]    0.0    0.00    0.00       1         _GLOBAL__sub_I_main [351]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[352]    0.0    0.00    0.00       1         _GLOBAL__sub_I_parseSetting [352]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1316]
[353]    0.0    0.00    0.00       1         _GLOBAL__sub_I_yyleng [353]
-----------------------------------------------
                0.00    0.00       1/1           yylex() [256]
[354]    0.0    0.00    0.00       1         yy_create_buffer(_IO_FILE*, int) [354]
                0.00    0.00       1/2           yy_init_buffer(yy_buffer_state*, _IO_FILE*) [310]
-----------------------------------------------
                0.00    0.00       1/1           SmallCompSystem::my_reach_picard(std::list<Flowpipe, std::allocator<Flowpipe> >&, double, double, int, int, std::vector<Interval, std::allocator<Interval> > const&, bool, std::vector<std::string, std::allocator<std::string> > const&, Interval const&, OutputWriter&) const [4]
[355]    0.0    0.00    0.00       1         addMyInfo(std::vector<std::string, std::allocator<std::string> >&) [355]
                0.00    0.00      22/22          addTimeToInfo(std::string, std::string, std::vector<std::string, std::allocator<std::string> >&) [268]
-----------------------------------------------
                0.00    0.00       1/1           yy_get_next_buffer() [311]
[356]    0.0    0.00    0.00       1         yyrestart(_IO_FILE*) [356]
                0.00    0.00       1/2           yy_init_buffer(yy_buffer_state*, _IO_FILE*) [310]
-----------------------------------------------
                0.00    0.00       1/1           yylex() [256]
[357]    0.0    0.00    0.00       1         yy_get_previous_state() [357]
-----------------------------------------------
                0.00    0.00       1/1           yylex() [256]
[358]    0.0    0.00    0.00       1         yyensure_buffer_stack() [358]
-----------------------------------------------
                0.00    0.00       1/1           HybridReachability::HybridReachability() [195]
[359]    0.0    0.00    0.00       1         HybridSystem::HybridSystem() [359]
